Ciclo 1: {'Temperatura': 20.13, 'Umidade': 58.15, 'Pressao': 1006.4}
Ciclo 4311: {'Temperatura': 26.25, 'Umidade': 56.21, 'Pressao': 1003.68}
Ciclo 4312: {'Temperatura': 20.01, 'Umidade': 54.28, 'Pressao': 1002.54}
Ciclo 4313: {'Temperatura': 23.16, 'Umidade': 40.63, 'Pressao': 1010.69}
Ciclo 4314: {'Temperatura': 28.56, 'Umidade': 43.44, 'Pressao': 1012.97}
Ciclo 4315: {'Temperatura': 24.17, 'Umidade': 43.03, 'Pressao': 1005.49}
Ciclo 4316: {'Temperatura': 23.32, 'Umidade': 58.17, 'Pressao': 1010.86}
Ciclo 4317: {'Temperatura': 20.35, 'Umidade': 55.59, 'Pressao': 1015.24}
Ciclo 4318: {'Temperatura': 28.51, 'Umidade': 46.59, 'Pressao': 1008.9}
Ciclo 4319: {'Temperatura': 27.02, 'Umidade': 43.83, 'Pressao': 1019.2}
Ciclo 4320: {'Temperatura': 20.84, 'Umidade': 40.28, 'Pressao': 1008.61}
Ciclo 4321: {'Temperatura': 26.13, 'Umidade': 44.78, 'Pressao': 1009.01}
Ciclo 4322: {'Temperatura': 27.17, 'Umidade': 41.43, 'Pressao': 1019.11}
Ciclo 4323: {'Temperatura': 29.42, 'Umidade': 54.13, 'Pressao': 1010.35}
Ciclo 4324: {'Temperatura': 29.79, 'Umidade': 52.96, 'Pressao': 1019.64}
Ciclo 4325: {'Temperatura': 23.59, 'Umidade': 59.93, 'Pressao': 1011.75}
Ciclo 4326: {'Temperatura': 28.14, 'Umidade': 55.4, 'Pressao': 1002.34}
Ciclo 4327: {'Temperatura': 23.97, 'Umidade': 40.22, 'Pressao': 1005.22}
Ciclo 4328: {'Temperatura': 27.25, 'Umidade': 47.88, 'Pressao': 1019.46}
Ciclo 4329: {'Temperatura': 25.37, 'Umidade': 53.57, 'Pressao': 1017.82}
Ciclo 4330: {'Temperatura': 25.72, 'Umidade': 48.04, 'Pressao': 1012.07}
Ciclo 4331: {'Temperatura': 29.5, 'Umidade': 57.79, 'Pressao': 1009.77}
Ciclo 4332: {'Temperatura': 27.05, 'Umidade': 48.26, 'Pressao': 1019.66}
Ciclo 4333: {'Temperatura': 24.53, 'Umidade': 41.26, 'Pressao': 1001.75}
Ciclo 4334: {'Temperatura': 20.31, 'Umidade': 41.21, 'Pressao': 1014.34}
Ciclo 4335: {'Temperatura': 28.07, 'Umidade': 41.1, 'Pressao': 1002.46}
Ciclo 4336: {'Temperatura': 20.36, 'Umidade': 58.2, 'Pressao': 1003.15}
Ciclo 4337: {'Temperatura': 28.75, 'Umidade': 54.47, 'Pressao': 1019.16}
Ciclo 4338: {'Temperatura': 28.02, 'Umidade': 45.71, 'Pressao': 1007.01}
Ciclo 4339: {'Temperatura': 22.04, 'Umidade': 43.41, 'Pressao': 1017.48}
Ciclo 4340: {'Temperatura': 29.63, 'Umidade': 50.51, 'Pressao': 1018.88}
Ciclo 4341: {'Temperatura': 23.33, 'Umidade': 51.58, 'Pressao': 1013.61}
Ciclo 4342: {'Temperatura': 29.94, 'Umidade': 54.22, 'Pressao': 1003.79}
Ciclo 4343: {'Temperatura': 27.13, 'Umidade': 48.2, 'Pressao': 1011.94}
Ciclo 4344: {'Temperatura': 26.68, 'Umidade': 48.73, 'Pressao': 1000.4}
Ciclo 4345: {'Temperatura': 29.74, 'Umidade': 56.6, 'Pressao': 1003.77}
Ciclo 4346: {'Temperatura': 27.53, 'Umidade': 42.6, 'Pressao': 1017.12}
Ciclo 4347: {'Temperatura': 27.86, 'Umidade': 58.94, 'Pressao': 1000.78}
Ciclo 4348: {'Temperatura': 27.04, 'Umidade': 49.6, 'Pressao': 1009.38}
Ciclo 4349: {'Temperatura': 28.03, 'Umidade': 59.34, 'Pressao': 1000.84}
Ciclo 4350: {'Temperatura': 26.77, 'Umidade': 43.5, 'Pressao': 1003.1}
Ciclo 4351: {'Temperatura': 27.77, 'Umidade': 56.21, 'Pressao': 1008.57}
Ciclo 4352: {'Temperatura': 22.22, 'Umidade': 56.46, 'Pressao': 1000.18}
Ciclo 4353: {'Temperatura': 27.65, 'Umidade': 57.87, 'Pressao': 1001.71}
Ciclo 4354: {'Temperatura': 25.53, 'Umidade': 41.37, 'Pressao': 1017.28}
Ciclo 4355: {'Temperatura': 26.08, 'Umidade': 46.22, 'Pressao': 1015.09}
Ciclo 4356: {'Temperatura': 25.41, 'Umidade': 49.7, 'Pressao': 1002.4}
Ciclo 4357: {'Temperatura': 21.97, 'Umidade': 51.42, 'Pressao': 1016.89}
Ciclo 4358: {'Temperatura': 29.26, 'Umidade': 44.38, 'Pressao': 1009.81}
Ciclo 4359: {'Temperatura': 26.59, 'Umidade': 42.17, 'Pressao': 1003.85}
Ciclo 4360: {'Temperatura': 22.22, 'Umidade': 47.48, 'Pressao': 1004.06}
Ciclo 4361: {'Temperatura': 20.12, 'Umidade': 56.25, 'Pressao': 1019.88}
Ciclo 4362: {'Temperatura': 29.05, 'Umidade': 40.8, 'Pressao': 1001.89}
Ciclo 4363: {'Temperatura': 22.33, 'Umidade': 44.78, 'Pressao': 1010.34}
Ciclo 4364: {'Temperatura': 23.9, 'Umidade': 44.26, 'Pressao': 1018.15}
Ciclo 4365: {'Temperatura': 26.41, 'Umidade': 58.94, 'Pressao': 1015.97}
Ciclo 4366: {'Temperatura': 23.95, 'Umidade': 41.4, 'Pressao': 1004.25}
Ciclo 4367: {'Temperatura': 24.12, 'Umidade': 43.44, 'Pressao': 1017.03}
Ciclo 4368: {'Temperatura': 21.53, 'Umidade': 47.63, 'Pressao': 1004.35}
Ciclo 4369: {'Temperatura': 26.16, 'Umidade': 59.81, 'Pressao': 1018.07}
Ciclo 4370: {'Temperatura': 28.55, 'Umidade': 58.74, 'Pressao': 1000.92}
Ciclo 4371: {'Temperatura': 26.38, 'Umidade': 49.54, 'Pressao': 1015.38}
Ciclo 4372: {'Temperatura': 22.14, 'Umidade': 57.88, 'Pressao': 1018.34}
Ciclo 4373: {'Temperatura': 23.04, 'Umidade': 56.44, 'Pressao': 1002.04}
Ciclo 4374: {'Temperatura': 22.56, 'Umidade': 52.72, 'Pressao': 1011.21}
Ciclo 4375: {'Temperatura': 26.1, 'Umidade': 57.7, 'Pressao': 1001.64}
Ciclo 4376: {'Temperatura': 25.59, 'Umidade': 40.53, 'Pressao': 1003.76}
Ciclo 4377: {'Temperatura': 29.99, 'Umidade': 42.81, 'Pressao': 1002.15}
Ciclo 4378: {'Temperatura': 27.82, 'Umidade': 57.43, 'Pressao': 1012.27}
Ciclo 4379: {'Temperatura': 21.18, 'Umidade': 48.67, 'Pressao': 1011.91}
Ciclo 4380: {'Temperatura': 20.68, 'Umidade': 49.39, 'Pressao': 1003.64}
Ciclo 4381: {'Temperatura': 20.41, 'Umidade': 54.79, 'Pressao': 1012.26}
Ciclo 4382: {'Temperatura': 23.53, 'Umidade': 51.17, 'Pressao': 1001.17}
Ciclo 4383: {'Temperatura': 20.32, 'Umidade': 47.52, 'Pressao': 1008.92}
Ciclo 4384: {'Temperatura': 29.73, 'Umidade': 42.41, 'Pressao': 1015.04}
Ciclo 4385: {'Temperatura': 24.52, 'Umidade': 57.03, 'Pressao': 1001.42}
Ciclo 4386: {'Temperatura': 27.42, 'Umidade': 56.82, 'Pressao': 1009.33}
Ciclo 4387: {'Temperatura': 25.37, 'Umidade': 59.55, 'Pressao': 1013.05}
Ciclo 4388: {'Temperatura': 23.85, 'Umidade': 48.78, 'Pressao': 1013.85}
Ciclo 4389: {'Temperatura': 21.3, 'Umidade': 54.07, 'Pressao': 1015.79}
Ciclo 4390: {'Temperatura': 23.96, 'Umidade': 42.7, 'Pressao': 1003.37}
Ciclo 4391: {'Temperatura': 24.22, 'Umidade': 57.19, 'Pressao': 1017.52}
Ciclo 4392: {'Temperatura': 23.61, 'Umidade': 56.85, 'Pressao': 1018.46}
Ciclo 4393: {'Temperatura': 24.73, 'Umidade': 44.4, 'Pressao': 1015.94}
Ciclo 4394: {'Temperatura': 25.17, 'Umidade': 50.53, 'Pressao': 1014.69}
Ciclo 4395: {'Temperatura': 20.16, 'Umidade': 44.42, 'Pressao': 1002.93}
Ciclo 4396: {'Temperatura': 29.78, 'Umidade': 47.18, 'Pressao': 1012.89}
Ciclo 4397: {'Temperatura': 20.79, 'Umidade': 49.14, 'Pressao': 1013.52}
Ciclo 4398: {'Temperatura': 21.26, 'Umidade': 41.36, 'Pressao': 1003.85}
Ciclo 4399: {'Temperatura': 21.22, 'Umidade': 50.67, 'Pressao': 1003.4}
Ciclo 4400: {'Temperatura': 28.76, 'Umidade': 41.24, 'Pressao': 1017.06}
Ciclo 4401: {'Temperatura': 20.17, 'Umidade': 56.79, 'Pressao': 1005.23}
Ciclo 4402: {'Temperatura': 23.76, 'Umidade': 48.75, 'Pressao': 1017.71}
Ciclo 4403: {'Temperatura': 27.45, 'Umidade': 54.35, 'Pressao': 1015.86}
Ciclo 4404: {'Temperatura': 24.96, 'Umidade': 47.66, 'Pressao': 1017.46}
Ciclo 4405: {'Temperatura': 27.3, 'Umidade': 44.06, 'Pressao': 1010.07}
Ciclo 4406: {'Temperatura': 22.34, 'Umidade': 41.36, 'Pressao': 1018.04}
Ciclo 4407: {'Temperatura': 23.32, 'Umidade': 58.81, 'Pressao': 1006.18}
Ciclo 4408: {'Temperatura': 21.11, 'Umidade': 51.09, 'Pressao': 1012.24}
Ciclo 4409: {'Temperatura': 26.84, 'Umidade': 51.56, 'Pressao': 1005.48}
Ciclo 4410: {'Temperatura': 21.48, 'Umidade': 41.8, 'Pressao': 1000.47}
Ciclo 4411: {'Temperatura': 28.72, 'Umidade': 43.09, 'Pressao': 1009.91}
Ciclo 4412: {'Temperatura': 20.11, 'Umidade': 59.92, 'Pressao': 1018.98}
Ciclo 4413: {'Temperatura': 27.61, 'Umidade': 57.83, 'Pressao': 1005.78}
Ciclo 4414: {'Temperatura': 27.51, 'Umidade': 56.45, 'Pressao': 1008.2}
Ciclo 4415: {'Temperatura': 23.66, 'Umidade': 52.75, 'Pressao': 1017.16}
Ciclo 4416: {'Temperatura': 20.78, 'Umidade': 49.22, 'Pressao': 1006.2}
Ciclo 4417: {'Temperatura': 27.51, 'Umidade': 49.39, 'Pressao': 1017.68}
Ciclo 4418: {'Temperatura': 27.39, 'Umidade': 52.66, 'Pressao': 1008.16}
Ciclo 4419: {'Temperatura': 28.66, 'Umidade': 58.06, 'Pressao': 1015.07}
Ciclo 4420: {'Temperatura': 25.31, 'Umidade': 53.6, 'Pressao': 1001.57}
Ciclo 4421: {'Temperatura': 22.12, 'Umidade': 44.4, 'Pressao': 1017.95}
Ciclo 4422: {'Temperatura': 22.05, 'Umidade': 53.25, 'Pressao': 1006.99}
Ciclo 4423: {'Temperatura': 20.44, 'Umidade': 51.84, 'Pressao': 1019.03}
Ciclo 4424: {'Temperatura': 26.25, 'Umidade': 40.44, 'Pressao': 1008.75}
Ciclo 4425: {'Temperatura': 23.03, 'Umidade': 56.01, 'Pressao': 1017.59}
Ciclo 4426: {'Temperatura': 24.94, 'Umidade': 52.94, 'Pressao': 1014.86}
Ciclo 4427: {'Temperatura': 28.94, 'Umidade': 40.52, 'Pressao': 1017.56}
Ciclo 4428: {'Temperatura': 24.92, 'Umidade': 59.53, 'Pressao': 1019.98}
Ciclo 4429: {'Temperatura': 28.88, 'Umidade': 57.67, 'Pressao': 1004.09}
Ciclo 4430: {'Temperatura': 21.15, 'Umidade': 58.74, 'Pressao': 1015.39}
Ciclo 4431: {'Temperatura': 23.24, 'Umidade': 45.66, 'Pressao': 1005.22}
Ciclo 4432: {'Temperatura': 26.17, 'Umidade': 42.48, 'Pressao': 1007.17}
Ciclo 4433: {'Temperatura': 20.08, 'Umidade': 47.08, 'Pressao': 1019.27}
Ciclo 4434: {'Temperatura': 23.53, 'Umidade': 47.33, 'Pressao': 1014.59}
Ciclo 4435: {'Temperatura': 21.54, 'Umidade': 48.5, 'Pressao': 1019.54}
Ciclo 4436: {'Temperatura': 29.06, 'Umidade': 58.78, 'Pressao': 1004.5}
Ciclo 4437: {'Temperatura': 25.35, 'Umidade': 46.25, 'Pressao': 1008.81}
Ciclo 4438: {'Temperatura': 21.14, 'Umidade': 42.92, 'Pressao': 1018.61}
Ciclo 4439: {'Temperatura': 22.31, 'Umidade': 58.99, 'Pressao': 1006.79}
Ciclo 4440: {'Temperatura': 26.55, 'Umidade': 41.72, 'Pressao': 1007.49}
Ciclo 4441: {'Temperatura': 22.68, 'Umidade': 54.15, 'Pressao': 1007.65}
Ciclo 4442: {'Temperatura': 23.88, 'Umidade': 42.07, 'Pressao': 1007.06}
Ciclo 4443: {'Temperatura': 24.83, 'Umidade': 59.16, 'Pressao': 1018.96}
Ciclo 4444: {'Temperatura': 28.73, 'Umidade': 52.81, 'Pressao': 1019.11}
Ciclo 4445: {'Temperatura': 24.46, 'Umidade': 58.99, 'Pressao': 1003.18}
Ciclo 4446: {'Temperatura': 22.07, 'Umidade': 40.65, 'Pressao': 1019.98}
Ciclo 4447: {'Temperatura': 28.26, 'Umidade': 55.17, 'Pressao': 1010.61}
Ciclo 4448: {'Temperatura': 29.39, 'Umidade': 52.53, 'Pressao': 1002.99}
Ciclo 4449: {'Temperatura': 21.36, 'Umidade': 53.49, 'Pressao': 1017.01}
Ciclo 4450: {'Temperatura': 20.82, 'Umidade': 56.7, 'Pressao': 1009.91}
Ciclo 4451: {'Temperatura': 27.83, 'Umidade': 54.79, 'Pressao': 1016.36}
Ciclo 4452: {'Temperatura': 26.3, 'Umidade': 41.33, 'Pressao': 1014.4}
Ciclo 4453: {'Temperatura': 29.29, 'Umidade': 55.14, 'Pressao': 1000.53}
Ciclo 4454: {'Temperatura': 29.34, 'Umidade': 43.53, 'Pressao': 1007.08}
Ciclo 4455: {'Temperatura': 26.28, 'Umidade': 40.52, 'Pressao': 1007.16}
Ciclo 4456: {'Temperatura': 28.85, 'Umidade': 47.1, 'Pressao': 1007.51}
Ciclo 4457: {'Temperatura': 21.06, 'Umidade': 56.34, 'Pressao': 1016.98}
Ciclo 4458: {'Temperatura': 28.05, 'Umidade': 46.38, 'Pressao': 1014.39}
Ciclo 4459: {'Temperatura': 29.35, 'Umidade': 42.68, 'Pressao': 1008.22}
Ciclo 4460: {'Temperatura': 25.02, 'Umidade': 47.3, 'Pressao': 1007.96}
Ciclo 4461: {'Temperatura': 24.55, 'Umidade': 48.49, 'Pressao': 1004.46}
Ciclo 4462: {'Temperatura': 27.19, 'Umidade': 52.55, 'Pressao': 1009.11}
Ciclo 4463: {'Temperatura': 22.29, 'Umidade': 41.96, 'Pressao': 1005.12}
Ciclo 4464: {'Temperatura': 23.68, 'Umidade': 44.3, 'Pressao': 1009.19}
Ciclo 4465: {'Temperatura': 27.23, 'Umidade': 58.02, 'Pressao': 1002.6}
Ciclo 4466: {'Temperatura': 20.03, 'Umidade': 41.06, 'Pressao': 1003.14}
Ciclo 4467: {'Temperatura': 21.24, 'Umidade': 59.79, 'Pressao': 1018.95}
Ciclo 4468: {'Temperatura': 25.37, 'Umidade': 40.95, 'Pressao': 1019.45}
Ciclo 4469: {'Temperatura': 28.34, 'Umidade': 57.17, 'Pressao': 1006.39}
Ciclo 4470: {'Temperatura': 21.99, 'Umidade': 46.7, 'Pressao': 1001.5}
Ciclo 4471: {'Temperatura': 26.1, 'Umidade': 46.28, 'Pressao': 1003.08}
Ciclo 4472: {'Temperatura': 22.07, 'Umidade': 41.94, 'Pressao': 1007.71}
Ciclo 4473: {'Temperatura': 23.64, 'Umidade': 46.02, 'Pressao': 1006.13}
Ciclo 4474: {'Temperatura': 22.76, 'Umidade': 45.21, 'Pressao': 1011.66}
Ciclo 4475: {'Temperatura': 25.61, 'Umidade': 49.89, 'Pressao': 1005.4}
Ciclo 4476: {'Temperatura': 20.82, 'Umidade': 44.83, 'Pressao': 1012.77}
Ciclo 4477: {'Temperatura': 21.72, 'Umidade': 55.02, 'Pressao': 1009.8}
Ciclo 4478: {'Temperatura': 21.39, 'Umidade': 53.24, 'Pressao': 1004.67}
Ciclo 4479: {'Temperatura': 22.73, 'Umidade': 51.14, 'Pressao': 1010.15}
Ciclo 4480: {'Temperatura': 26.93, 'Umidade': 48.72, 'Pressao': 1001.66}
Ciclo 4481: {'Temperatura': 23.21, 'Umidade': 45.23, 'Pressao': 1000.16}
Ciclo 4482: {'Temperatura': 26.04, 'Umidade': 51.75, 'Pressao': 1006.43}
Ciclo 4483: {'Temperatura': 27.77, 'Umidade': 41.19, 'Pressao': 1012.9}
Ciclo 4484: {'Temperatura': 25.19, 'Umidade': 49.25, 'Pressao': 1004.24}
Ciclo 4485: {'Temperatura': 24.82, 'Umidade': 52.29, 'Pressao': 1000.88}
Ciclo 4486: {'Temperatura': 20.22, 'Umidade': 58.26, 'Pressao': 1016.59}
Ciclo 4487: {'Temperatura': 21.28, 'Umidade': 42.3, 'Pressao': 1005.23}
Ciclo 4488: {'Temperatura': 24.42, 'Umidade': 53.98, 'Pressao': 1011.77}
Ciclo 4489: {'Temperatura': 28.81, 'Umidade': 53.84, 'Pressao': 1017.37}
Ciclo 4490: {'Temperatura': 29.79, 'Umidade': 52.99, 'Pressao': 1013.43}
Ciclo 4491: {'Temperatura': 23.16, 'Umidade': 46.2, 'Pressao': 1010.97}
Ciclo 4492: {'Temperatura': 21.04, 'Umidade': 54.66, 'Pressao': 1019.03}
Ciclo 4493: {'Temperatura': 22.45, 'Umidade': 46.89, 'Pressao': 1018.64}
Ciclo 4494: {'Temperatura': 25.99, 'Umidade': 53.62, 'Pressao': 1018.8}
Ciclo 4495: {'Temperatura': 20.94, 'Umidade': 53.22, 'Pressao': 1009.12}
Ciclo 4496: {'Temperatura': 27.96, 'Umidade': 50.78, 'Pressao': 1004.46}
Ciclo 4497: {'Temperatura': 22.42, 'Umidade': 55.75, 'Pressao': 1006.58}
Ciclo 4498: {'Temperatura': 26.44, 'Umidade': 42.45, 'Pressao': 1016.6}
Ciclo 4499: {'Temperatura': 28.24, 'Umidade': 47.67, 'Pressao': 1013.01}
Ciclo 4500: {'Temperatura': 28.56, 'Umidade': 59.35, 'Pressao': 1015.87}
Ciclo 4501: {'Temperatura': 25.78, 'Umidade': 41.04, 'Pressao': 1007.67}
Ciclo 4502: {'Temperatura': 26.76, 'Umidade': 47.28, 'Pressao': 1014.12}
Ciclo 4503: {'Temperatura': 22.09, 'Umidade': 47.86, 'Pressao': 1012.14}
Ciclo 4504: {'Temperatura': 28.69, 'Umidade': 41.13, 'Pressao': 1006.82}
Ciclo 4505: {'Temperatura': 22.94, 'Umidade': 42.56, 'Pressao': 1009.47}
Ciclo 4506: {'Temperatura': 25.78, 'Umidade': 41.02, 'Pressao': 1018.67}
Ciclo 4507: {'Temperatura': 25.38, 'Umidade': 58.63, 'Pressao': 1017.24}
Ciclo 4508: {'Temperatura': 29.46, 'Umidade': 42.1, 'Pressao': 1014.63}
Ciclo 4509: {'Temperatura': 23.24, 'Umidade': 48.81, 'Pressao': 1008.22}
Ciclo 4510: {'Temperatura': 20.05, 'Umidade': 43.15, 'Pressao': 1015.2}
Ciclo 4511: {'Temperatura': 21.13, 'Umidade': 55.05, 'Pressao': 1010.7}
Ciclo 4512: {'Temperatura': 25.38, 'Umidade': 52.17, 'Pressao': 1002.91}
Ciclo 4513: {'Temperatura': 27.66, 'Umidade': 53.91, 'Pressao': 1013.16}
Ciclo 4514: {'Temperatura': 27.55, 'Umidade': 51.38, 'Pressao': 1002.79}
Ciclo 4515: {'Temperatura': 29.57, 'Umidade': 40.58, 'Pressao': 1008.31}
Ciclo 4516: {'Temperatura': 22.82, 'Umidade': 44.29, 'Pressao': 1000.4}
Ciclo 4517: {'Temperatura': 20.52, 'Umidade': 52.9, 'Pressao': 1001.12}
Ciclo 4518: {'Temperatura': 24.59, 'Umidade': 46.63, 'Pressao': 1006.75}
Ciclo 4519: {'Temperatura': 27.47, 'Umidade': 58.01, 'Pressao': 1018.64}
Ciclo 4520: {'Temperatura': 29.76, 'Umidade': 55.97, 'Pressao': 1015.79}
Ciclo 4521: {'Temperatura': 26.35, 'Umidade': 59.65, 'Pressao': 1004.5}
Ciclo 4522: {'Temperatura': 23.21, 'Umidade': 59.64, 'Pressao': 1004.34}
Ciclo 4523: {'Temperatura': 20.32, 'Umidade': 57.53, 'Pressao': 1006.08}
Ciclo 4524: {'Temperatura': 24.53, 'Umidade': 42.54, 'Pressao': 1018.5}
Ciclo 4525: {'Temperatura': 23.03, 'Umidade': 51.09, 'Pressao': 1008.66}
Ciclo 4526: {'Temperatura': 27.33, 'Umidade': 59.37, 'Pressao': 1001.21}
Ciclo 4527: {'Temperatura': 25.96, 'Umidade': 51.41, 'Pressao': 1017.29}
Ciclo 4528: {'Temperatura': 25.23, 'Umidade': 49.22, 'Pressao': 1008.38}
Ciclo 4529: {'Temperatura': 22.6, 'Umidade': 42.57, 'Pressao': 1007.52}
Ciclo 4530: {'Temperatura': 22.58, 'Umidade': 40.54, 'Pressao': 1000.87}
Ciclo 4531: {'Temperatura': 22.88, 'Umidade': 58.73, 'Pressao': 1011.28}
Ciclo 4532: {'Temperatura': 21.14, 'Umidade': 40.15, 'Pressao': 1017.35}
Ciclo 4533: {'Temperatura': 23.23, 'Umidade': 45.37, 'Pressao': 1001.89}
Ciclo 4534: {'Temperatura': 20.13, 'Umidade': 53.14, 'Pressao': 1017.85}
Ciclo 4535: {'Temperatura': 21.92, 'Umidade': 47.97, 'Pressao': 1014.12}
Ciclo 4536: {'Temperatura': 20.7, 'Umidade': 42.25, 'Pressao': 1018.88}
Ciclo 4537: {'Temperatura': 23.93, 'Umidade': 48.13, 'Pressao': 1007.9}
Ciclo 4538: {'Temperatura': 22.09, 'Umidade': 50.96, 'Pressao': 1002.58}
Ciclo 4539: {'Temperatura': 22.74, 'Umidade': 44.71, 'Pressao': 1015.39}
Ciclo 4540: {'Temperatura': 20.83, 'Umidade': 47.92, 'Pressao': 1001.94}
Ciclo 4541: {'Temperatura': 21.18, 'Umidade': 59.68, 'Pressao': 1011.85}
Ciclo 4542: {'Temperatura': 20.23, 'Umidade': 59.5, 'Pressao': 1017.62}
Ciclo 4543: {'Temperatura': 25.51, 'Umidade': 51.99, 'Pressao': 1008.91}
Ciclo 4544: {'Temperatura': 22.4, 'Umidade': 45.46, 'Pressao': 1013.91}
Ciclo 4545: {'Temperatura': 21.01, 'Umidade': 54.03, 'Pressao': 1015.45}
Ciclo 4546: {'Temperatura': 24.86, 'Umidade': 58.36, 'Pressao': 1006.03}
Ciclo 4547: {'Temperatura': 26.95, 'Umidade': 55.08, 'Pressao': 1001.35}
Ciclo 4548: {'Temperatura': 27.34, 'Umidade': 54.65, 'Pressao': 1006.8}
Ciclo 4549: {'Temperatura': 24.17, 'Umidade': 48.78, 'Pressao': 1010.73}
Ciclo 4550: {'Temperatura': 22.08, 'Umidade': 43.46, 'Pressao': 1016.84}
Ciclo 4551: {'Temperatura': 23.84, 'Umidade': 45.58, 'Pressao': 1012.06}
Ciclo 4552: {'Temperatura': 20.93, 'Umidade': 51.39, 'Pressao': 1008.49}
Ciclo 4553: {'Temperatura': 23.94, 'Umidade': 47.69, 'Pressao': 1004.21}
Ciclo 4554: {'Temperatura': 21.94, 'Umidade': 51.01, 'Pressao': 1018.46}
Ciclo 4555: {'Temperatura': 24.59, 'Umidade': 42.83, 'Pressao': 1005.71}
Ciclo 4556: {'Temperatura': 28.54, 'Umidade': 57.31, 'Pressao': 1013.9}
Ciclo 4557: {'Temperatura': 21.59, 'Umidade': 44.02, 'Pressao': 1013.05}
Ciclo 4558: {'Temperatura': 22.39, 'Umidade': 51.21, 'Pressao': 1007.25}
Ciclo 4559: {'Temperatura': 28.52, 'Umidade': 52.02, 'Pressao': 1012.8}
Ciclo 4560: {'Temperatura': 28.64, 'Umidade': 49.42, 'Pressao': 1003.56}
Ciclo 4561: {'Temperatura': 21.34, 'Umidade': 56.2, 'Pressao': 1018.86}
Ciclo 4562: {'Temperatura': 21.19, 'Umidade': 59.65, 'Pressao': 1016.68}
Ciclo 4563: {'Temperatura': 23.66, 'Umidade': 42.53, 'Pressao': 1004.59}
Ciclo 4564: {'Temperatura': 21.46, 'Umidade': 55.88, 'Pressao': 1008.01}
Ciclo 4565: {'Temperatura': 20.44, 'Umidade': 46.75, 'Pressao': 1012.66}
Ciclo 4566: {'Temperatura': 21.99, 'Umidade': 50.07, 'Pressao': 1013.63}
Ciclo 4567: {'Temperatura': 23.01, 'Umidade': 55.41, 'Pressao': 1004.55}
Ciclo 4568: {'Temperatura': 29.95, 'Umidade': 53.4, 'Pressao': 1016.62}
Ciclo 4569: {'Temperatura': 29.73, 'Umidade': 46.46, 'Pressao': 1014.83}
Ciclo 4570: {'Temperatura': 25.51, 'Umidade': 47.27, 'Pressao': 1008.93}
Ciclo 4571: {'Temperatura': 28.92, 'Umidade': 55.93, 'Pressao': 1001.46}
Ciclo 4572: {'Temperatura': 25.21, 'Umidade': 54.86, 'Pressao': 1014.17}
Ciclo 4573: {'Temperatura': 24.54, 'Umidade': 59.7, 'Pressao': 1015.11}
Ciclo 4574: {'Temperatura': 28.0, 'Umidade': 57.79, 'Pressao': 1006.18}
Ciclo 4575: {'Temperatura': 22.02, 'Umidade': 57.97, 'Pressao': 1006.51}
Ciclo 4576: {'Temperatura': 23.22, 'Umidade': 46.0, 'Pressao': 1006.05}
Ciclo 4577: {'Temperatura': 21.28, 'Umidade': 50.1, 'Pressao': 1017.0}
Ciclo 4578: {'Temperatura': 23.15, 'Umidade': 56.99, 'Pressao': 1010.18}
Ciclo 4579: {'Temperatura': 23.07, 'Umidade': 46.3, 'Pressao': 1007.06}
Ciclo 4580: {'Temperatura': 24.33, 'Umidade': 41.1, 'Pressao': 1011.56}
Ciclo 4581: {'Temperatura': 23.96, 'Umidade': 40.28, 'Pressao': 1000.83}
Ciclo 4582: {'Temperatura': 22.13, 'Umidade': 44.43, 'Pressao': 1018.65}
Ciclo 4583: {'Temperatura': 21.66, 'Umidade': 55.64, 'Pressao': 1009.12}
Ciclo 4584: {'Temperatura': 28.76, 'Umidade': 52.31, 'Pressao': 1017.33}
Ciclo 4585: {'Temperatura': 25.87, 'Umidade': 58.23, 'Pressao': 1010.62}
Ciclo 4586: {'Temperatura': 28.51, 'Umidade': 43.47, 'Pressao': 1010.75}
Ciclo 4587: {'Temperatura': 26.34, 'Umidade': 56.68, 'Pressao': 1011.02}
Ciclo 4588: {'Temperatura': 20.53, 'Umidade': 48.54, 'Pressao': 1008.94}
Ciclo 4589: {'Temperatura': 25.56, 'Umidade': 52.33, 'Pressao': 1001.36}
Ciclo 4590: {'Temperatura': 29.18, 'Umidade': 58.91, 'Pressao': 1008.6}
Ciclo 4591: {'Temperatura': 25.58, 'Umidade': 53.45, 'Pressao': 1003.21}
Ciclo 4592: {'Temperatura': 21.05, 'Umidade': 57.37, 'Pressao': 1001.19}
Ciclo 4593: {'Temperatura': 27.29, 'Umidade': 56.33, 'Pressao': 1013.44}
Ciclo 4594: {'Temperatura': 22.7, 'Umidade': 50.67, 'Pressao': 1016.25}
Ciclo 4595: {'Temperatura': 21.06, 'Umidade': 46.48, 'Pressao': 1009.16}
Ciclo 4596: {'Temperatura': 26.52, 'Umidade': 47.22, 'Pressao': 1008.52}
Ciclo 4597: {'Temperatura': 20.26, 'Umidade': 48.84, 'Pressao': 1007.57}
Ciclo 4598: {'Temperatura': 26.21, 'Umidade': 45.64, 'Pressao': 1002.16}
Ciclo 4599: {'Temperatura': 24.94, 'Umidade': 59.94, 'Pressao': 1008.27}
Ciclo 4600: {'Temperatura': 24.52, 'Umidade': 45.7, 'Pressao': 1010.77}
